FACILITY_ID,EXISTING_FACILITY,RECOMMEND_FACILITY,ACTION,PHASE,YEAR_BUILT,PROPOSED,ROUTE_NAME,SURFACE,MILEAGE,FACILITY_WIDTH,MAINTENANCE,FULLNAME,FROMNAME,TONAME,VOLCLASS,TRAVLANES,LANEWIDTH,SPEEDLIMIT,ONEWAY,HUNDBLKNAME,COMMENTS
,,BL,RP2,3,,,,,,,,W 50TH AVE,N UMATILLA ST,N VALLEJO ST,COLLECTOR,2,10,30,0, 2100 BLK OF W 50TH AVE,
,,SH,ASM,3,,,,,,,,W 32ND AVE,N BRYANT ST,N CLAY ST,COLLECTOR,2,10,30,0, 2600 BLK OF W 32ND AVE,
,,SH,ASM,3,,,,,,,,W 32ND AVE,N TENNYSON ST,N UTICA ST,COLLECTOR,2,10,30,0, 4400 BLK OF W 32ND AVE,
,SRd,BL,RP2,1,,,,,,,,W 49TH AVE,N GRAY ST,N HARLAN ST/COLI,LOCAL,2,10,25,0, 5900 BLK OF W 49TH AVE,
,,SH,ASM,3,,,,,,,,W 48TH AVE,N KALAMATH ST,N OSAGE ST,COLLECTOR,2,10,35,0, 1100 BLK OF W 48TH AVE,
,SRd,BL,RP2,1,,,,,,,,W 49TH AVE,N AMES ST,N BENTON ST,LOCAL,2,10,25,0, 5300 BLK OF W 49TH AVE,
,,SH,ASM,3,,,,,,,,E 40TH AVE,N COLUMBINE ST,N CLAYTON ST,ARTERIAL,4,10,35,0, 2500 BLK OF E 40TH AVE,
,,,ASM,3,,,,,,,,N ZUNI ST,W 32ND AVE,W 33RD AVE,ARTERIAL,2,11,30,0, 3200 BLK OF N ZUNI ST,
,SRd,BL,PShdr,3,,,,,,,,E SMITH RD,N HOLLY ST,RRX,ARTERIAL,2,11,40,0, 5600 BLK OF E SMITH RD,
,SRd,BL,PShdr,3,,,,,,,,E SMITH RD,RRX,N KEARNEY ST,ARTERIAL,2,11,40,0, 5700 BLK OF E SMITH RD,
,,SH,ASM,3,,,,,,,,W 32ND AVE,N UTICA ST,N VRAIN ST,COLLECTOR,2,10,30,0, 4500 BLK OF W 32ND AVE,
,,BL,LD,3,,,,,,,,N WASHINGTON ST,E 49TH AVE,E 50TH AVE,ARTERIAL,2,10,30,0, 4900 BLK OF N WASHINGTON ST,
,,SH,ASM,3,,,,,,,,W 32ND AVE,N IRVING ST,N JULIAN ST,COLLECTOR,2,10,35,0, 3300 BLK OF W 32ND AVE,
,,SH,ASM,3,,,,,,,,W 32ND AVE,N QUITMAN ST,N RALEIGH ST,COLLECTOR,2,10,30,0, 4100 BLK OF W 32ND AVE,
,,SH,ASM,3,,,,,,,,E 40TH AVE,N ADAMS ST,N COOK ST,ARTERIAL,4,10,35,0, 3300 BLK OF E 40TH AVE,
,SRd,BL,RP2,2,,,,,,,,E ILIFF AVE,S HUMBOLDT ST,S FRANKLIN ST,COLLECTOR,2,10,25,0, 1500 BLK OF E ILIFF AVE,
,,BL,ASM,2,,,,,,,,E 48TH AVE,N JACKSON ST,N COLORADO BLVD SERVICE,COLLECTOR,2,10,25,0, 3800 BLK OF E 48TH AVE,
,SRd,BL,RP1,3,,,,,,,,E EXPOSITION AVE,S VINE ST,S GAYLORD ST,COLLECTOR,2,11,25,0, 2100 BLK OF E EXPOSITION AVE,
,SRd,BL,RP1,3,,,,,,,,E EXPOSITION AVE,S GILPIN ST,S WILLIAMS ST,COLLECTOR,2,11,25,0, 1700 BLK OF E EXPOSITION AVE,
,SRd,BL,RP2,2,,,,,,,,E ILIFF AVE,S GILPIN ST,S WILLIAMS ST,COLLECTOR,2,10,25,0, 1700 BLK OF E ILIFF AVE,
,,BL,RP1,3,,,,,,,,S STEELE ST,E VIRGINIA AVE,S MONROE WAY/NMCHG,LOCAL,2,10,25,0,  500 BLK OF S STEELE ST,
,,BBlvd,C,3,,,,,,,,N WILLIAMS ST,E 16TH AVE,E 17TH AVE,LOCAL,2,10,25,0, 1600 BLK OF N WILLIAMS ST,
,,BBlvd,C,3,,,,,,,,N WILLIAMS ST,E 14TH AVE,E COLFAX AVE,LOCAL,2,10,25,0, 1400 BLK OF N WILLIAMS ST,
,SRd,BBlvd,C,3,,,,,,,,S FRANKLIN ST,E MEXICO AVE,E COLORADO AVE,COLLECTOR,2,10,25,0, 1700 BLK OF S FRANKLIN ST,
,,BL,RP1,2,,,,,,,,E 26TH AVE,N GAYLORD ST,N YORK ST/E 26TH AVENUE PKWY,COLLECTOR,2,10,30,0, 2200 BLK OF E 26TH AVE,
,,,FTP1,3,,,,,,,,N ZUNI ST,W 41ST AVE,W 42ND AVE,COLLECTOR,2,11,30,0, 4100 BLK OF N ZUNI ST,
,SRd,BBlvd,C,3,,,,,,,,S FRANKLIN ST,E COLORADO AVE,E JEWELL AVE,COLLECTOR,2,12,25,0, 1800 BLK OF S FRANKLIN ST,
,,SH,ASM,3,,,,,,,,W 32ND AVE,N ELIOT ST,N FEDERAL BLVD,COLLECTOR,2,10,30,0, 2900 BLK OF W 32ND AVE,
,SRd,SH,ASM,3,,,,,,,,N NAVAJO ST,W 44TH AVE,W 46TH AVE,LOCAL,2,10,25,0, 4400 BLK OF N NAVAJO ST,
,,BL,LD,3,,,,,,,,N WASHINGTON ST,E 9TH AVE,E 10TH AVE,COLLECTOR,2,10,30,2,  900 BLK OF N WASHINGTON ST,
,,SH,ASM,3,,,,,,,,N WASHINGTON ST,E 17TH AVE,E 18TH AVE,COLLECTOR,2,10,25,2, 1700 BLK OF N WASHINGTON ST,
,,SH,ASM,3,,,,,,,,N WASHINGTON ST,E 16TH AVE,E 17TH AVE,COLLECTOR,2,10,25,2, 1600 BLK OF N WASHINGTON ST,
,,BL,LD,3,,,,,,,,N WASHINGTON ST,E 11TH AVE,E 12TH AVE,COLLECTOR,2,10,30,2, 1100 BLK OF N WASHINGTON ST,
,,BL,LD,3,,,,,,,,N WASHINGTON ST,E 5TH AVE,E 6TH AVE,COLLECTOR,2,10,30,2,  500 BLK OF N WASHINGTON ST,
,,BL,LD,3,,,,,,,,N WASHINGTON ST,E 8TH AVE,E 9TH AVE,COLLECTOR,2,10,30,2,  800 BLK OF N WASHINGTON ST,
,SRd,BL,RP1,3,,,,,,,,N PERRY ST,W 2ND AVE,W 3RD AVE,COLLECTOR,2,12,30,0,  200 BLK OF N PERRY ST,
,SRd,BL,RP1,3,,,,,,,,S TENNYSON ST,W IOWA AVE,W MEXICO AVE,COLLECTOR,2,10,25,0, 1600 BLK OF S TENNYSON ST,
,,SH,ASM,3,,,,,,,,N WASHINGTON ST,E 18TH AVE,E 19TH AVE,COLLECTOR,2,10,25,2, 1800 BLK OF N WASHINGTON ST,
,SRd,BL,RD,3,,,,,,,,W 1ST AVE,N IRVING ST,N JULIAN ST,COLLECTOR,2,11,30,0, 3300 BLK OF W 1ST AVE,
,,BL,LD,3,,,,,,,,N WASHINGTON ST,E 12TH AVE,E 13TH AVE,COLLECTOR,2,10,30,2, 1200 BLK OF N WASHINGTON ST,
,,SH,ASM,3,,,,,,,,N WASHINGTON ST,E 19TH AVE,E 20TH AVE,COLLECTOR,2,10,25,2, 1900 BLK OF N WASHINGTON ST,
,SRd,BL,RD,1,,,,,,,,W 13TH AVE,N OSAGE ST,N PECOS ST/RRX,COLLECTOR,2,10,30,0, 1400 BLK OF W 13TH AVE,CT
,SRd,BL,RD,3,,,,,,,,W 1ST AVE,N JULIAN ST,N KNOX CT,COLLECTOR,2,11,30,0, 3400 BLK OF W 1ST AVE,
,SRd,BL,RD,3,,,,,,,,W 1ST AVE,N HOOKER ST,TRAFFIC SIGNAL BTWN N HOOKER ST AND N IRVING ST,COLLECTOR,2,11,30,0, 3200 BLK OF W 1ST AVE,
,,BL,LD,3,,,,,,,,N WASHINGTON ST,E SPEER BLVD,E 4TH AVE,COLLECTOR,2,10,30,2,  350 BLK OF N WASHINGTON ST,
,,BBlvd,C,1,,,,,,,,N MARION ST,E 33RD AVE,E BRUCE RANDOLPH AVE,LOCAL,2,10,25,1, 3300 BLK OF N MARION ST,
,,BBlvd,C,3,,,,,,,,N LINCOLN ST,E 44TH AVE,E 45TH AVE,LOCAL,2,10,25,0, 4400 BLK OF N LINCOLN ST,
,,SH,ASM,3,,,,,,,,E 40TH AVE,N CLAYTON ST,N FILLMORE ST,ARTERIAL,4,10,35,0, 2700 BLK OF E 40TH AVE,
,,,ASM,3,,,,,,,,N ZUNI ST,W 33RD AVE,W 34TH AVE,ARTERIAL,2,11,30,0, 3300 BLK OF N ZUNI ST,
,,SH,ASM,3,,,,,,,,W 32ND AVE,N ELIOT ST,N ELIOT ST,COLLECTOR,2,10,30,0, ,
,,SH,ASM,3,,,,,,,,W 32ND AVE,N VRAIN ST,N WOLFF ST,COLLECTOR,2,10,30,0, 4600 BLK OF W 32ND AVE,
,,BBlvd,C,1,,,,,,,,N MARION ST,E 25TH AVE,E 26TH AVE,LOCAL,2,10,25,0, 2500 BLK OF N MARION ST,
,SRd,SH,ASM,2,,,,,,,,N ZUNI ST,W 47TH AVE,W 47TH AVE,COLLECTOR,2,11,30,0, 4700 BLK OF N ZUNI ST,
,SRd,BBlvd,C,1,,,,,,,,E 21ST AVE,N HIGH ST,N RACE ST,LOCAL,2,10,25,0, 1900 BLK OF E 21ST AVE,
,SRd,BL,RP2,1,,,,,,,,W 49TH AVE,N DEPEW ST,N EATON ST,LOCAL,2,10,25,0, 5600 BLK OF W 49TH AVE,
,SRd,BL,RP2,1,,,,,,,,W 49TH AVE,N EATON ST,N EATON ST,LOCAL,2,10,25,0, 5700 BLK OF W 49TH AVE,
,,SH,ASM,2,,,,,,,,N BANNOCK ST,W ELLSWORTH AVE,W IRVINGTON PL,COLLECTOR,2,10,25,0,  000 BLK OF N BANNOCK ST,
,SRd,,RD,,,,,,,,,N FRANKLIN ST,E 31ST AVE,E MARTIN LUTHER KING BLVD,COLLECTOR,2,10,25,0, 3100 BLK OF N FRANKLIN ST,
,,SH,ASM,3,,,,,,,,E 40TH AVE,N MILWAUKEE ST,N SAINT PAUL ST,ARTERIAL,4,10,35,0, 3000 BLK OF E 40TH AVE,
,,SH,ASM,3,,,,,,,,E 40TH AVE,N COOK ST,N MADISON ST,ARTERIAL,4,10,35,0, 3400 BLK OF E 40TH AVE,
,,BBlvd,C,2,,,,,,,,W 41ST AVE,N WOLFF ST,N XAVIER ST,COLLECTOR,2,10,25,0, 4800 BLK OF W 41ST AVE,
,,BBlvd,C,2,,,,,,,,W 41ST AVE,N ZENOBIA ST,N SHERIDAN BLVD/COLI,COLLECTOR,2,10,25,0, 5100 BLK OF W 41ST AVE,
,,BBlvd,C,2,,,,,,,,W 41ST AVE,N UMATILLA ST,N VALLEJO ST,LOCAL,2,12,25,0, 2100 BLK OF W 41ST AVE,
,,,C,3,,,,,,,,W 5TH AVE,N BANNOCK ST,N CHEROKEE ST,LOCAL,2,10,25,0,  200 BLK OF W 5TH AVE,
,SRd,SH,ASM,3,,,,,,,,S ZUNI ST,W CENTER AVE,W GILL PL,LOCAL,2,10,25,0,  600 BLK OF S ZUNI ST,
,SRd,,,,,,,,,,,34TH ST,ARAPAHOE ST,LAWRENCE ST,LOCAL,2,10,25,0, 1100 BLK OF 34TH ST,
,SRd,BBlvd,C,2,,,,,,,,N PERRY ST,W 42ND AVE,W 43RD AVE,LOCAL,2,10,25,0, 4200 BLK OF N PERRY ST,
,,BBlvd,C,2,,,,,,,,N IRVING ST,W 25TH AVE,W 26TH AVE,COLLECTOR,2,11,25,0, 2500 BLK OF N IRVING ST,
,,PShdr,PShdr,3,,,,,,,,N CLAYTON ST,E 40TH AVE,E 41ST AVE,LOCAL,2,10,25,0, 4000 BLK OF N CLAYTON ST,
,,CL,LD,3,,,,,,,,N KALAMATH ST,W 33RD AVE/NMCHG,N MARIPOSA ST,LOCAL,2,10,25,0, 3300 BLK OF N KALAMATH ST,
,SRd,,,,,,,,,,,W 36TH AVE,N LIPAN ST,N MARIPOSA ST,LOCAL,2,10,25,0, 1300 BLK OF W 36TH AVE,
,SRd,BBlvd,C,2,,,,,,,,N CLAY ST,W 44TH AVE,W 45TH AVE,LOCAL,2,10,25,0, 4400 BLK OF N CLAY ST,
,SRd,BBlvd,C,2,,,,,,,,N CLAY ST,W 32ND AVE,W 33RD AVE,LOCAL,2,12,25,0, 3200 BLK OF N CLAY ST,
,SRd,BL,,,,,,,,,,WALNUT ST,AURARIA PKWY/RRX/UNPASS/RRUNPASS/STR,4TH ST,LOCAL,2,10,25,0,  300 BLK OF WALNUT ST,
,SRd,SH,ASM,3,,,,,,,,N STEELE ST,E 35TH AVE,E 36TH AVE,COLLECTOR,2,10,25,0, 3500 BLK OF N STEELE ST,
,SRd,SH,ASM,2,,,,,,,,N WOLFF ST,W 16TH AVE,W 17TH AVE,LOCAL,2,10,25,0, 1600 BLK OF N WOLFF ST,
,SRd,BBlvd,C,2,,,,,,,,N CLAY ST,W 41ST AVE,W 42ND AVE,LOCAL,2,10,25,0, 4100 BLK OF N CLAY ST,
,,BBlvd,C,2,,,,,,,,W 41ST AVE,N BRYANT ST,N CLAY ST,LOCAL,2,10,25,0, 2600 BLK OF W 41ST AVE,
,,BBlvd,C,2,,,,,,,,N IRVING ST,W 30TH AVE,W 31ST AVE,COLLECTOR,2,11,25,0, 3000 BLK OF N IRVING ST,
,,BL,RP1,3,,,,,,,,E 39TH AVE,N FRANKLIN ST,N GILPIN ST,LOCAL,2,10,25,0, 1600 BLK OF E 39TH AVE,
,,BBlvd,C,3,,,,,,,,E 44TH AVE,N LINCOLN ST,N LINCOLN ST,LOCAL,2,10,25,0,  100 BLK OF E 44TH AVE,
,,BBlvd,C,3,,,,,,,,E 44TH AVE,N LEAF CT,N LINCOLN ST,LOCAL,2,10,25,0,   50 BLK OF E 44TH AVE,
,,BBlvd,C,2,,,,,,,,W 41ST AVE,N KNOX CT,N KING ST,LOCAL,2,10,25,0, 3450 BLK OF W 41ST AVE,
,SRd,,,,,,,,,,,E 29TH AVE,N COOK ST,N MADISON ST,COLLECTOR,2,11,25,0, 3400 BLK OF E 29TH AVE,
,,BBlvd,C,2,,,,,,,,W 41ST AVE,N XAVIER ST,N YATES ST,COLLECTOR,2,10,25,0, 4900 BLK OF W 41ST AVE,
,SRd,,,,,,,,,,,E 35TH AVE,N YORK ST,N JOSEPHINE ST,LOCAL,2,10,25,0, 2300 BLK OF E 35TH AVE,
,,BBlvd,C,2,,,,,,,,N IRVING ST,W 17TH AVE,W 18TH AVE,COLLECTOR,2,11,25,0, 1700 BLK OF N IRVING ST,
,SRd,SH,ASM,3,,,,,,,,29TH ST,DELGANY ST,ARKINS CT,LOCAL,2,10,25,0, 1900 BLK OF 29TH ST,
,SRd,,,,,,,,,,,W 26TH AVE,N OAK ST,N WOLFF ST,ARTERIAL,2,10,30,0, 4700 BLK OF W 26TH AVE,
,,SH,ASM,1,,,,,,,,E 11TH AVE,N DOWNING ST,N MARION ST,LOCAL,2,10,25,0, 1200 BLK OF E 11TH AVE,
,,CT,C,1,,,,,,,,E 37TH AVE,N DOWNING ST,N MARION ST,LOCAL,2,10,25,0, 1200 BLK OF E 37TH AVE,
,SRd,BBlvd,C,2,,,,,,,,N PERRY ST,W 37TH AVE,W 38TH AVE,LOCAL,2,10,25,0, 3700 BLK OF N PERRY ST,
,,BBlvd,C,2,,,,,,,,W 41ST AVE,N VRAIN ST,N WINONA CT,COLLECTOR,2,10,25,0, 4600 BLK OF W 41ST AVE,
,,BBlvd,C,3,,,,,,,,W JEWELL AVE,RRX,S BANNOCK ST/RRX,LOCAL,2,10,25,0, ,
,SRd,,,,,,,,,,,N LAFAYETTE ST,E 28TH AVE,E 29TH AVE,LOCAL,2,10,25,0, 2800 BLK OF N LAFAYETTE ST,
,SRd,,,,,,,,,,,E 35TH AVE,N HIGH ST,N RACE ST,LOCAL,2,10,25,0, 1900 BLK OF E 35TH AVE,
,SRd,,,,,,,,,,,W 8TH AVE,N HAZEL CT,N HOOKER ST,LOCAL,2,10,25,0, 3150 BLK OF W 8TH AVE,
,,BBlvd,C,2,,,,,,,,W 41ST AVE,N KING ST,N LOWELL BLVD,LOCAL,2,10,25,0, 3500 BLK OF W 41ST AVE,
,,BBlvd,C,2,,,,,,,,W 41ST AVE,N RARITAN ST,N SHOSHONE ST,LOCAL,2,12,25,0, ,
,SRd,SH,ASM,3,,,,,,,,N STEELE ST,E 26TH AVENUE PKWY,E 27TH AVE,COLLECTOR,2,10,25,0, 2600 BLK OF N STEELE ST,
,,SH,ASM,3,,,,,,,,N WASHINGTON ST,E 23RD AVE/COURT PL,25TH ST,COLLECTOR,2,10,25,0, 2300 BLK OF N WASHINGTON ST,
,,,ASM,1,,,,,,,,E 23RD AVE,N MARION ST,N LAFAYETTE ST,ARTERIAL,2,10,30,0, 1300 BLK OF E 23RD AVE,
,,BBlvd,C,3,,,,,,,,N GALAPAGO ST,W 12TH AVE,W 13TH AVE,LOCAL,2,10,25,0, 1200 BLK OF N GALAPAGO ST,
,,SH,ASM,1,,,,,,,,E 11TH AVE,N CORONA ST,N DOWNING ST,COLLECTOR,2,10,25,0, 1100 BLK OF E 11TH AVE,
,,S,S,3,,,,,,,,N ELATI ST,W 40TH AVE,W 41ST AVE,LOCAL,2,10,25,0, 4000 BLK OF N ELATI ST,
,SRd,,,,,,,,,,,E 29TH AVE,N GARFIELD ST,N JACKSON ST/N RICHARD ALLEN CT,COLLECTOR,2,11,25,0, 3700 BLK OF E 29TH AVE,
,SRd,,,,,,,,,,,N DECATUR ST,W 13TH AVE,W HOWARD PL/RRX,COLLECTOR,2,12,25,0, 1300 BLK OF N DECATUR ST,
,,CL,LD,3,,,,,,,,N KALAMATH ST,W 34TH AVE,N LIPAN ST,LOCAL,2,10,25,0, 3400 BLK OF N KALAMATH ST,
,SRd,,,,,,,,,,,E 35TH AVE,N SAINT PAUL ST,N STEELE ST,LOCAL,2,10,25,0, 3100 BLK OF E 35TH AVE,
,,,C,3,,,,,,,,E 5TH AVE,N CORONA ST,N DOWNING ST,LOCAL,2,10,25,0, 1100 BLK OF E 5TH AVE,
,SRd,,,,,,,,,,,S BANNOCK ST,W ALASKA PL,W VIRGINIA AVE,LOCAL,2,0,25,0,  450 BLK OF S BANNOCK ST,
,SRd,,,,,,,,,,,W IRVINGTON PL,N DECATUR ST,N FEDERAL BLVD,LOCAL,2,10,25,0, 2800 BLK OF W IRVINGTON PL,
,,,C,3,,,,,,,,E 5TH AVE,N PEARL ST,N WASHINGTON ST,LOCAL,2,10,25,0,  600 BLK OF E 5TH AVE,
,SRd,BL,RP1,3,,,,,,,,W BAYAUD AVE,S QUITMAN ST,S RALEIGH ST,LOCAL,2,10,25,0, 4100 BLK OF W BAYAUD AVE,
,SRd,BL,RD,1,,,,,,,,7TH ST,WALNUT ST,AURARIA PKWY,ARTERIAL,6,10,30,0, 1400 BLK OF 7TH ST,
,SRd,BBlvd,C,2,,,,,,,,N PERRY ST,W 32ND AVE,W 33RD AVE,LOCAL,2,10,25,0, 3200 BLK OF N PERRY ST,
,SRd,BBlvd,C,2,,,,,,,,N PERRY ST,W 22ND AVE,W 23RD AVE,LOCAL,2,10,25,0, 2200 BLK OF N PERRY ST,
,SRd,BBlvd,C,2,,,,,,,,N PERRY ST,W 21ST AVE,W 22ND AVE,LOCAL,2,10,25,0, 2100 BLK OF N PERRY ST,
,SRd,BBlvd,C,2,,,,,,,,N PERRY ST,W 38TH AVE,W 39TH AVE,LOCAL,2,10,25,0, 3800 BLK OF N PERRY ST,
,,BBlvd,C,2,,,,,,,,N IRVING ST,W 18TH AVE,W 19TH AVE,COLLECTOR,2,11,25,0, 1800 BLK OF N IRVING ST,
,,S,S,3,,,,,,,,17TH ST,TREMONT PL,GLENARM PL,ARTERIAL,4,10,25,2,  400 BLK OF 17TH ST,
,SRd,BBlvd,C,3,,,,,,,,N ELIOT ST,W 25TH AVE,W 26TH AVE,LOCAL,2,10,25,0, 2500 BLK OF N ELIOT ST,
,SRd,,,,,,,,,,,W 26TH AVE,N WOLFF ST,N XAVIER ST,ARTERIAL,2,10,30,0, 4800 BLK OF W 26TH AVE,
,SRd,BBlvd,C,2,,,,,,,,N PERRY ST,W 27TH AVE,W 29TH AVE,LOCAL,2,10,25,0, 2700 BLK OF N PERRY ST,
,SRd,,,,,,,,,,,E 35TH AVE,N STEELE ST,N ADAMS ST,LOCAL,2,10,25,0, 3200 BLK OF E 35TH AVE,
,,S,S,1,,,,,,,,36TH ST,WYNKOOP ST,N BRIGHTON BLVD,LOCAL,2,10,25,0, 1700 BLK OF 36TH ST,
,SRd,BL,RP1,2,,,,,,,,E 47TH AVE,N BALDWIN CT,N BRIGHTON BLVD,LOCAL,2,10,25,0, 1650 BLK OF E 47TH AVE,
,,S,S,3,,,,,,,,N ELATI ST,W 43RD AVE,W 44TH AVE,LOCAL,2,10,25,0, 4300 BLK OF N ELATI ST,
,,,,,,,,,,,,E 19TH AVE,N GILPIN ST,N WILLIAMS ST,LOCAL,2,10,25,0, 1700 BLK OF E 19TH AVE,CT
,SRd,SH,ASM,3,,,,,,,,S ZUNI ST,W GILL PL,W EXPOSITION AVE,LOCAL,2,10,25,0,  650 BLK OF S ZUNI ST,
,SRd,BBlvd,C,3,,,,,,,,S STUART ST,W ALASKA PL,W VIRGINIA AVE,COLLECTOR,2,10,25,0,  450 BLK OF S STUART ST,
,SRd,,,,,,,,,,,E 35TH AVE,N ELIZABETH ST,N CLAYTON ST,LOCAL,2,10,25,0, 2600 BLK OF E 35TH AVE,
,,BBlvd,C,2,,,,,,,,27TH ST,CALIFORNIA ST,STOUT ST,LOCAL,2,12,30,0,  700 BLK OF 27TH ST,
,SRd,,,,,,,,,,,E 29TH AVE,N WILLIAMS ST,N HIGH ST,COLLECTOR,2,11,25,0, 1800 BLK OF E 29TH AVE,
,SRd,,,,,,,,,,,N LAFAYETTE ST,E 22ND AVE,E 23RD AVE,LOCAL,2,10,25,0, 2200 BLK OF N LAFAYETTE ST,
,,BBlvd,C,2,,,,,,,,N IRVING ST,W 22ND AVE,W 23RD AVE,COLLECTOR,2,11,25,0, 2200 BLK OF N IRVING ST,
,SRd,,,,,,,,,,,N LAFAYETTE ST,E 24TH AVE,E 25TH AVE,LOCAL,2,10,25,0, 2400 BLK OF N LAFAYETTE ST,
,,BBlvd,C,3,,,,,,,,E JEWELL AVE,S DOWNING ST,S MARION ST,LOCAL,2,10,25,0, 1200 BLK OF E JEWELL AVE,
,,SH,ASM,1,,,,,,,,N KNOX CT,W 12TH AVE,STR,COLLECTOR,2,10,25,0, 1200 BLK OF N KNOX CT,
,,BBlvd,C,2,,,,,,,,W 41ST AVE,N ZUNI ST,N ALCOTT ST,LOCAL,2,10,25,0, 2400 BLK OF W 41ST AVE,
,SRd,SH,ASM,2,,,,,,,,N WOLFF ST,W 14TH AVE,W COLFAX AVE,LOCAL,2,10,25,0, 1400 BLK OF N WOLFF ST,
,SRd,,,,,,,,,,,E 29TH AVE,N FILLMORE ST,N MILWAUKEE ST,COLLECTOR,2,11,25,0, 2900 BLK OF E 29TH AVE,
,SRd,,,,,,,,,,,N PECOS ST,W 33RD AVE,W 34TH AVE,ARTERIAL,2,10,30,0, 3300 BLK OF N PECOS ST,
,SRd,BBlvd,C,2,,,,,,,,N PERRY ST,W 35TH AVE,W 37TH AVE,LOCAL,2,10,25,0, 3500 BLK OF N PERRY ST,
,SRd,,,,,,,,,,,S VALLEJO ST,W OHIO AVE,W ALYS PL,LOCAL,2,10,25,0,  800 BLK OF S VALLEJO ST,
,,BBlvd,C,1,,,,,,,,E 4TH AVE,N WESTWOOD DR/N GAYLORD ST,N CIRCLE DR,LOCAL,2,10,25,0, 2200 BLK OF E 4TH AVE,
,SRd,,,,,,,,,,,N JACKSON ST,E 37TH AVE,E 38TH AVE,LOCAL,2,10,25,0, 3700 BLK OF N JACKSON ST,
,,BBlvd,C,1,,,,,,,,E 4TH AVE,N UNIVERSITY BLVD,N JOSEPHINE ST,LOCAL,2,10,25,0, 2300 BLK OF E 4TH AVE,
,SRd,,,,,,,,,,,E 35TH AVE,N WILLIAMS ST,N HIGH ST,LOCAL,2,10,25,0, 1800 BLK OF E 35TH AVE,
,SRd,,,,,,,,,,,W BATES AVE,S ZURICH CT,S SHERIDAN BLVD,LOCAL,2,10,25,0, 5150 BLK OF W BATES AVE,
,SWBP,BL,LD,2,,,,,,,,W 8TH AVE,STR,N NAVAJO ST/UNPASS/RRUNPASS/STR,ARTERIAL,3,10,30,0, 1600 BLK OF W 8TH AVE,
,SRd,,,,,,,,,,,N PECOS ST,W 34TH AVE,W 35TH AVE,ARTERIAL,2,10,30,0, 3400 BLK OF N PECOS ST,
,SRd,,,,,,,,,,,E 35TH AVE,N FILLMORE ST,N MILWAUKEE ST,LOCAL,2,10,25,0, 2900 BLK OF E 35TH AVE,
,SRd,BL,RP1,3,,,,,,,,N STEELE ST,E 37TH AVE,E 38TH AVE,COLLECTOR,2,10,25,0, 3700 BLK OF N STEELE ST,
,SRd,BBlvd,C,2,,,,,,,,N CLAY ST,W 45TH AVE,W SCOTT PL,LOCAL,2,10,25,0, 4500 BLK OF N CLAY ST,
,SRd,S,S,1,,,,,,,,N AMES ST,W 48TH AVE/COLI,W 49TH AVE,LOCAL,2,10,25,0, 4800 BLK OF N AMES ST,
,SRd,,,,,,,,,,,W 26TH AVE,N ZENOBIA ST,N SHERIDAN BLVD/COLI,ARTERIAL,2,10,30,0, 5100 BLK OF W 26TH AVE,
,,BBlvd,C,2,,,,,,,,W 41ST AVE,N WYANDOT ST,N ZUNI ST,LOCAL,2,12,25,0, 2300 BLK OF W 41ST AVE,
,SRd,,,,,,,,,,,N JACKSON ST,E 35TH AVE,E 36TH AVE,LOCAL,2,10,25,0, 3500 BLK OF N JACKSON ST,
,,BBlvd,C,2,,,,,,,,N GALAPAGO ST,W ELLSWORTH AVE/S GALAPAGO ST,W 1ST AVE,LOCAL,2,10,25,0,  000 BLK OF N GALAPAGO ST,
,SRd,,,,,,,,,,,E 35TH AVE,N MONROE ST,N GARFIELD ST,LOCAL,2,10,25,0, 3600 BLK OF E 35TH AVE,
,SRd,,,,,,,,,,,W 36TH AVE,N KALAMATH ST,N LIPAN ST,LOCAL,2,10,25,0, 1200 BLK OF W 36TH AVE,
,SRd,,,,,,,,,,,N LAFAYETTE ST,E 23RD AVE,E 24TH AVE,LOCAL,2,10,25,0, 2300 BLK OF N LAFAYETTE ST,
,,BBlvd,C,2,,,,,,,,W 41ST AVE,N ELIOT ST,N ELIOT ST,LOCAL,2,10,25,0, 2900 BLK OF W 41ST AVE,
,,BBlvd,C,2,,,,,,,,W 41ST AVE,N TEJON ST,N UMATILLA ST,LOCAL,2,12,25,0, 2000 BLK OF W 41ST AVE,
,SRd,BBlvd,C,3,,,,,,,,N ELIOT ST,W 24TH AVE,W 25TH AVE,LOCAL,2,10,25,0, 2400 BLK OF N ELIOT ST,
,SRd,BBlvd,,2,,,,,,,,W 41ST AVE,N JASON ST,N KALAMATH ST,LOCAL,2,10,25,0, 1100 BLK OF W 41ST AVE,
,,BBlvd,C,2,,,,,,,,N PERRY ST,W 47TH AVE,W 48TH SOUTH DR,LOCAL,2,10,25,0, 4700 BLK OF N PERRY ST,
,,BBlvd,C,2,,,,,,,,W 41ST AVE,N WINONA CT,N WOLFF ST,COLLECTOR,2,10,25,0, 4700 BLK OF W 41ST AVE,
,SRd,,,,,,,,,,,E 29TH AVE,N VINE ST,N GAYLORD ST,COLLECTOR,2,11,25,0, 2100 BLK OF E 29TH AVE,
,,BBlvd,C,2,,,,,,,,W 41ST AVE,N IRVING ST,N JULIAN ST,LOCAL,2,10,25,0, 3300 BLK OF W 41ST AVE,
