LOCATION,LOC_CODE,TRAIL_NAME,REACH,PATH_TYPE,TYPE_CLASS,SURFACE_TYPE,LENGTH_MILE,WIDTH_FT,PRIMARY_USE,JURISDICTION,ACCESSIBILITY,YEAR_BUILT,YEAR_RESURF,NOTES,ASSET_CLASS,CLASS_CATEGORY,GIS_ASSET_ID,INFOR_ASSET_ID
Garland Park,728,None,None,1,Right of Way Walk,Concrete,0.00335131,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,71930,107952
Jefferson Park,016,None,None,1,Right of Way Walk,Concrete,0.08098562,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,72655,108012
Jefferson Park,016,None,None,1,Park Circulation,Concrete,0.05645932,None,None,City & County of Denver,None,2010, ,None,WLKTRL,WLK-HARD,72622,107286
Jefferson Park,016,None,None,1,Right of Way Walk,Concrete,0.07753741,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,72559,105764
Jefferson Park,016,None,None,1,Right of Way Walk,Concrete,0.07668986,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,72561,105766
Jefferson & Kendall,156,None,None,1,Park Circulation,Asphalt,0.01383385,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72721,109424
Jefferson & Kendall,156,None,None,1,Park Circulation,Asphalt,0.01147595,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72562,105767
Jefferson & Kendall,156,None,None,1,Park Circulation,Asphalt,0.0343025,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72685,108716
Jefferson & Kendall,156,None,None,1,Park Circulation,Asphalt,0.04667848,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72686,108717
Lakewood & Dry Gulch Park,030,None,None,1,Park Circulation,Concrete,0.02223539,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72732,109435
Lakewood & Dry Gulch Park,030,None,None,1,Park Circulation,Concrete,0.02952046,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72669,108026
Lakewood & Dry Gulch Park,030,None,None,1,Park Circulation,Concrete,0.03114152,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72670,108027
Lakewood & Dry Gulch Park,030,None,None,1,Right of Way Walk,Concrete,0.0104462,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,72515,104209
Lakewood & Dry Gulch Park,030,None,None,1,Park Circulation,Concrete,0.0127987,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72734,109437
Lakewood & Dry Gulch Park,030,None,None,1,Park Circulation,Concrete,0.01361467,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72735,109438
Lakewood & Dry Gulch Park,030,None,None,1,Park Circulation,Concrete,0.04109445,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72736,109439
Lakewood & Dry Gulch Park,030,None,None,1,Park Circulation,Concrete,0.16760325,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72631,107295
Lakewood & Dry Gulch Park,030,None,None,1,Park Circulation,Concrete,0.01079653,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72671,108028
Lakewood & Dry Gulch Park,030,None,None,1,Park Circulation,Concrete,0.06627596,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72516,104210
Lakewood & Dry Gulch Park,030,None,None,1,Park Circulation,Concrete,0.0043928,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72703,108734
Lakewood & Dry Gulch Park,030,None,None,1,Park Circulation,Concrete,0.11054555,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72580,105785
Lakewood & Dry Gulch Park,030,None,None,1,Park Circulation,Concrete,0.01416281,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72581,105786
Lakewood & Dry Gulch Park,030,None,None,1,Park Circulation,Concrete,0.01358831,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72582,105787
Lakewood & Dry Gulch Park,030,None,None,1,Park Circulation,Concrete,0.02724516,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72737,109440
Lakewood & Dry Gulch Park,030,None,None,1,Park Circulation,Concrete,0.02521383,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72545,105004
Lakewood & Dry Gulch Park,030,None,None,1,Park Circulation,Concrete,0.04342155,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72583,105788
Lakewood & Dry Gulch Park,030,None,None,1,Park Circulation,Concrete,0.02338445,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72738,109441
Lakewood & Dry Gulch Park,030,None,None,1,Park Circulation,Concrete,0.00485148,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72546,105005
La Alma / Lincoln Park,315,None,None,1,Park Circulation,Concrete,0.02027686,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72678,108035
La Alma / Lincoln Park,315,None,None,1,Park Circulation,Concrete,0.02752739,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72744,109447
La Alma / Lincoln Park,315,None,None,1,Park Circulation,Concrete,0.01246716,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72711,108742
La Alma / Lincoln Park,315,None,None,1,Park Circulation,Concrete,0.01520313,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72552,105011
Sloans Lake Park,019,None,None,1,Park Circulation,Concrete,0.00474867,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,73376,107362
